export_source_country_2021,"Afghanistan, Islamic Rep. of",Albania,Algeria,American Samoa,Angola,Anguilla,Antigua and Barbuda,Argentina,"Armenia, Rep. of","Aruba, Kingdom of the Netherlands",Australia,Austria,"Azerbaijan, Rep. of","Bahamas, The","Bahrain, Kingdom of",Bangladesh,Barbados,"Belarus, Rep. of",Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Central African Rep.,Chad,Chile,"China, P.R.: Mainland","China, P.R.: Hong Kong","China, P.R.: Macao",Colombia,"Comoros, Union of the","Congo, Dem. Rep. of the","Congo, Rep. of",Costa Rica,Côte d'Ivoire,"Croatia, Rep. of",Cuba,"Curaçao, Kingdom of the Netherlands",Cyprus,Czech Rep.,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,"Egypt, Arab Rep. of",El Salvador,"Equatorial Guinea, Rep. of","Eritrea, The State of","Estonia, Rep. of","Eswatini, Kingdom of","Ethiopia, The Federal Dem. Rep. of",Falkland Islands (Malvinas),Faroe Islands,"Fiji, Rep. of",Finland,France,French Polynesia,Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,Hungary,Iceland,India,Indonesia,"Iran, Islamic Rep. of",Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,"Kazakhstan, Rep. of",Kenya,Kiribati,"Korea, Rep. of","Kosovo, Rep. of",Kuwait,Kyrgyz Rep.,Lao People's Dem. Rep.,Latvia,Lebanon,"Lesotho, Kingdom of",Liberia,Libya,Lithuania,Luxembourg,"Madagascar, Rep. of",Malawi,Malaysia,Maldives,Mali,Malta,"Marshall Islands, Rep. of the","Mauritania, Islamic Rep. of",Mauritius,Mexico,"Micronesia, Federated States of","Moldova, Rep. of",Mongolia,Montenegro,Montserrat,Morocco,"Mozambique, Rep. of",Myanmar,Namibia,"Nauru, Rep. of",Nepal,"Netherlands, The",New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,"Korea, Dem. People's Rep. of","North Macedonia, Republic of",Norway,Oman,Pakistan,"Palau, Rep. of",Panama,Papua New Guinea,Paraguay,Peru,Philippines,"Poland, Rep. of",Portugal,Qatar,Romania,Russian Federation,Rwanda,"San Marino, Rep. of","São Tomé and Príncipe, Dem. Rep. of",Saudi Arabia,Senegal,"Serbia, Rep. of",Seychelles,Sierra Leone,Singapore,"Sint Maarten, Kingdom of the Netherlands",Slovak Rep.,"Slovenia, Rep. of",Solomon Islands,Somalia,South Africa,"South Sudan, Rep. of",Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Rep.,"Tajikistan, Rep. of","Tanzania, United Rep. of",Thailand,"Timor-Leste, Dem. Rep. of",Togo,Tonga,Trinidad and Tobago,Tunisia,"Türkiye, Rep of",Turkmenistan,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,"Uzbekistan, Rep. of",Vanuatu,"Venezuela, Rep. Bolivariana de",Vietnam,West Bank and Gaza,"Yemen, Rep. of",Zambia,Zimbabwe
French Polynesia,0,0,0,227147,51,0,57,564,0,0,2086883,0,0,0,0,0,0,283,165825,0,0,0,0,0,7395,2430,7191,0,0,0,0,0,0,0,1152066,0,0,32193,2149526,15336826,0,0,0,0,0,0,0,200,0,0,0,8093,341353,0,0,0,1,0,2591,0,0,0,0,0,0,1004,584661,34,32131472,0,0,0,22416,737930,1548,0,0,0,0,0,0,0,0,0,0,0,0,519,0,912424,115515815,0,0,6961,0,52094,0,15750924,0,0,0,0,261827,0,0,0,0,0,0,0,0,0,0,48385,63536,0,0,0,0,476044,0,0,0,6169,0,0,228,0,0,0,0,0,0,0,0,8214077,2548378,1309947,71700,0,3929,91483,0,2043,0,0,0,56976,9343,0,0,14681,7407,0,0,0,0,0,0,0,2050,0,1783,0,0,970556,0,425,2477,0,0,4200,0,50784,0,0,0,0,0,0,1005,27485,0,0,0,2596,0,612,10607,0,0,0,0,0,0,180973,635,46574,63903718,0,0,411503,0,614592,0,0,0,0
Gabon,0,157050,8580,0,3723075,0,52858,801852,0,10451,107190565,113734,1032,0,26485,12741583,345,38585,79292870,0,20593701,0,0,0,14617,4927,30748,5540,0,24111253,4742183,5920,0,9335670,826731,3310531,2072294,0,1620196887,18707896,0,0,0,40715852,25380876,0,458000,0,0,0,311020,1295832,312296,9897,0,119922,28446,644103,0,12872923,0,9803980,0,6288,0,0,53,4834,194433340,594,0,16382448,0,6321857,0,0,8109235,0,6026,0,0,15066656,0,32988,0,0,238872,1191,3186,239124940,27051674,35,0,330906647,696176,130456732,0,8636913,0,4032,0,0,703151396,1148,30224,0,0,224,1218516,0,159840,5683902,25507,54630,84817,0,151092677,1508,370788,929,0,4400225,0,8487667,0,0,0,43645,0,69766539,5887,0,59032,0,757799,346876502,0,699226,1409892,1634918,2197512,65070,0,102019637,1031788,1318124,0,0,0,0,1861,79420,4254185,1900041,80967,6143,76703107,115881,0,1201336,5644983,6514098,278731,4444,0,17367418,0,7183620,70410,0,0,5060742,0,232926687,0,0,9176,1094,0,2996,154743,230198,61800,0,289541,105474492,0,3420476,0,0,3765509,6538379,0,0,53376,3174,9758353,62584541,223797906,84363,34613,0,3853,3344652,46104,0,632785,141
"Gambia, The",0,0,0,0,0,0,0,0,0,0,0,0,377,0,48,15245,0,548963,19996,111,39350,16,0,0,0,37680,0,0,0,0,0,0,0,32980,0,0,0,25242,7674110,0,0,330963,0,0,16305,0,0,0,10356,0,0,11,0,0,0,48305,10162,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5188,12444,0,145557,129,0,0,0,261274,1180511,288333,0,0,0,0,0,965090,0,0,0,0,0,44895,0,0,0,0,0,0,161307,0,14,0,0,0,0,0,48857,0,0,0,86,0,43908,0,11800087,993,0,11648,0,0,1436448,119,0,844,0,3900,0,0,0,0,0,100449,0,0,0,0,0,0,0,0,0,10627,0,0,0,6007,0,1514,0,0,0,0,0,96,0,0,0,2884502,0,0,0,30991,0,0,0,0,0,0,0,24519,96,0,16,0,0,0,0,0,0,0,0,106020,0,0,0,0,0,2588,0,0,0,0,0,41492,57406,0,0,0,0,576780,0,0,0,0
Georgia,441231,756100,1024840,0,33,0,0,2120255,256738817,0,1642342,1524054,531730627,0,66967,309619,0,59442419,22249842,0,604,0,31100,69797,0,0,7036948,0,253948452,1540436,0,0,27700,0,15626157,0,7498,6631978,615581194,4737156,10926,5073895,0,0,0,16977,99900,545321,24255,0,271609,9670602,2158800,0,0,0,769944,3784591,0,0,0,3540628,0,20119,0,0,0,1025611,34337896,0,0,0,0,67902082,371184,0,8990406,0,0,0,0,0,0,0,0,0,86860,1313450,1411,2993277,30004,25679379,16564182,1832657,20844071,58331929,0,18936075,1380445,96184609,1008275,0,8042968,0,2164943,30696512,0,10954560,1170160,0,76000,2992047,48127864,20781,0,0,614396,0,596658,125919,455000,16439,0,1122200,0,19845303,2447845,123975,0,3451840,18502,0,0,0,46350,29123558,0,48067,8000,3677,246125,0,90228,488169,179900,75034,0,35896,0,216043,13709310,1877522,35325044,729910,1840965,33537271,610026696,180,0,0,28737269,44640,472403,0,0,14746976,0,471610,580144,0,60933,553168,0,89328201,892,0,0,0,354721,0,1174847,80413777,932253,12476525,4077884,376687,0,0,0,0,7217095,322225502,11143652,0,227685,307309443,20622744,24034938,194652579,1601694,85638750,0,540892,926035,0,2486,0,384713
Germany,66891434,364299937,2178445554,167452,175044484,358523,25164795,2642797405,212447619,9494508,11774272435,85577400373,358548421,17248928,623996220,909222970,14506998,1777580299,60800196464,7310227,57049598,25775640,5870492,138358477,1122482947,71299539,12425563307,59123308,5432676866,113727416,11318323,6228110,219247759,144451623,11895977928,10739360,16812803,3210040383,1.23715E+11,6583350653,352668901,1912495803,873445,121074419,58510320,287456644,390529722,4681768375,132739136,20819652,799599831,55914581041,24730019993,27082708,1312848,334589923,624064008,4925576405,160944837,21012675,4775038,2650139406,10333631,179892464,198861,69934342,6075906,14192520056,1.21548E+11,26189832,40521998,19832729,449561870,0,423834192,37137396,8403601653,9929884,3116876,10872861,302607763,135762046,4758613,24297140,49224670,2136855,210752212,34273646753,661354309,14726501043,2915807215,1703802998,1050856107,9234907795,6314712272,89298612987,55678145,21897496975,735361323,1702931081,296009686,406650,22788036939,385539653,1214287346,58562313,32684919,2372065915,611090086,4299131,783956648,680029209,5190909045,7882673445,42906527,28605042,6119061567,40886568,107845408,720581228,190589616,73565835,119754568,15633677876,199083,531131690,174596933,131957721,139547,2607301092,62099257,100352379,65048882,46618,43903871,1.19429E+11,40368994,1882256575,66781391,31525664,1144999944,0,1477256785,11365870372,723304109,1571771328,493770,442947044,14085632,217930226,1044585630,2190114483,92908067527,11890469198,1569479406,21670403774,31636649234,89364694,80104479,651386,6544283834,221640298,4221033830,17203674,18406915,8497015758,5852007,18010566365,7254825671,830311,27554948,9469123955,9587113,51960075599,313045489,9207348,4283801,2878215,130362034,36337920,31507563369,72327757181,51541920,38769830,166441124,5834817058,2782112,84609349,105380,118714790,1735323098,25789645306,214901269,128943,136280139,6503695153,8405579170,78514082941,1.44898E+11,524500680,675458896,592107,59685398,4435586161,115380991,110536487,51309832,46103394
Ghana,0,0,23321927,0,0,0,3238,750086,1009,0,4724928,8698,2455,0,0,2611516,0,0,259693982,0,45366603,0,0,0,0,3583,14267803,0,9640744,239473820,0,28880,0,4752402,20263121,0,297575,0,4057124038,300049280,0,0,0,0,669692,0,67839637,1267412,0,0,0,124,101675152,0,0,0,0,11896944,0,674643,0,65893019,436110,5098,0,0,0,318954,245693877,0,3440284,590572,168,301351281,0,0,4367666,0,0,0,0,8963617,140130,0,0,0,0,6157,0,864824599,1737833,0,0,535703,3313568,150527221,0,460780200,2890208,0,82403,0,27780664,0,0,0,0,0,10505951,0,5699722,0,0,0,0,6472,63344345,0,53838705,0,0,0,25967,5249528,0,0,0,0,0,5406549,0,404,1473,0,0,1042518347,0,1082533,0,43615678,575567348,0,0,338406,0,37322185,0,0,0,0,0,3784,69400654,7412992,296671,1858949,10060877,29858,0,0,5683260,102112811,0,221814,76517162,24174577,0,0,683960,0,0,2726155201,0,120464366,0,0,0,0,36126,2055,2333493,3250703818,0,0,10575,56525623,0,220277713,0,131986,0,20655612,0,0,0,94521772,914529501,569024024,777625183,0,0,0,0,34387047,0,0,47974,2309
Gibraltar,0,0,0,0,857,0,0,0,0,0,11126,974168,189,0,0,0,28574,0,8167569,246411,178,15,0,66712,569,0,204,4182,16496,0,37802,0,0,0,19208,5390,0,8585,8672,10963871,0,17520,0,536746,0,19,0,2279,0,0,702,1002936,265739,0,0,11041,478929,22798,0,0,0,5980,0,581,0,955,0,10407,3470662,0,4489,0,0,8506607,0,0,45073,0,0,0,7887642,46321,0,35328,0,0,82,48583,13356,257919,8167427,0,0,439737,754719,4566789,0,47808,0,49884,112500,0,8489,14149,0,0,0,6650,77,0,2771,0,3206,315365,0,0,34807,0,47317,26176,0,0,2700,136000,0,0,3300,0,0,42624,262095,0,6727041,0,0,10385480,0,19083,0,61,9730301,0,0,43891,0,3713,3474,0,0,29483,0,0,24779713,46439,0,1981,19807,0,0,0,76737,0,0,0,86754,606844,0,22993,1732,0,0,3509,0,12714846,0,0,0,13634,0,0,25004,1595235,0,0,137364,1753,0,0,0,0,0,1903559,0,0,0,2923,15408,26053057,3558117,652,0,0,6312,0,0,0,754,53899
Greece,2282466,796062943,83950357,0,1747384,0,7996051,19540270,14024278,223850,251568660,481506693,13801566,49406276,12385502,67383024,2736458,18949932,561968443,2292121,800591,2763702,11117,1128598,48325323,181173,83289210,385404,2315071502,397287,264246,1494224,2095033,21625190,233095828,307624,86100,29665607,847187844,107624178,1352296,20936234,2581318,1116748,2138349,3568757,4884682,317352999,1216657,1120318,3027886143,389338536,263080677,1190210,107089,7279365,13678550,519734773,2089332,85360,0,32953983,86803,13671072,7419223,501578,1135810,209057111,2220080167,132206,712570,104232,54669173,3461766194,10332798,620834418,0,6161,52443,56677,13389888,1233856,15718,434890,20529,1388,1928866,401050691,4918570,158409107,63184525,23649040,256608083,220897505,647795709,4709626031,1555565,293023783,46953151,14504755,9457983,0,1084072618,91719446,41533318,96384,44862,45290732,1385941252,12674,192469301,1186473579,73474599,34391205,3232601,410327,26284799,664364,2468043,398386493,158956962,5529326,4761284,162894264,463,17051961,1027745,181686334,89691,175284100,3980951,592327,669008,0,416725,1066863537,1148463,35569136,630182,391351,72700178,99451,1026776376,95105350,19957000,47191219,630032,165609829,11688,5113470,26508380,14018674,872959549,306812030,105996894,1642480931,243391201,425760,2053182,1470,722370421,4429062,426226960,1568130,3094147,419871966,491985,195277525,478614870,0,250505,88042132,5889,1406724806,8041338,266021,60335,1663761,3977264,236927,276456250,219183607,2555403,136400,15753753,82843910,228985,158541515,143,24393806,594935477,2424613236,905813,0,876949,398186118,429849471,1544378263,1920684033,5917556,9237186,1011648,2035198,53206219,927821,7806309,1444066,1349316
Greenland,0,10343470,0,0,0,0,0,0,35262,0,0,2349,241320,0,0,0,0,2236886,0,0,0,0,0,611,0,0,0,15112,64065,0,0,0,0,0,926,0,0,0,2736,0,68696,11484,0,0,0,0,756,0,0,0,0,156,652194933,0,0,280,0,0,0,0,0,0,0,0,0,3639151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,7924570,10000,4781483,0,0,2109161,0,0,0,73478820,0,0,0,0,0,0,0,0,0,103039176,6582,0,0,0,0,0,0,0,121048,0,0,0,0,0,0,0,0,44577,0,2,0,0,1142,0,0,0,25,0,0,86614,0,0,0,0,0,1576295,972,0,0,0,0,0,0,154,0,8913239,17079,0,6161211,0,0,0,1135,0,0,0,0,20797,0,0,706,0,0,71,0,724232,0,0,0,0,0,0,0,0,0,0,0,2144910,0,0,0,0,0,0,0,0,0,9343389,513588,3386,30768,0,7122,0,0,0,0,5236,0,0
Grenada,0,185,0,0,0,6843,484266,0,2141,0,5031,81,0,16704,0,0,574995,3208,90563,28076,0,0,0,2277,0,0,0,0,0,0,0,0,0,0,503762,0,0,0,228419,33827,0,67944,0,0,0,0,0,0,19259,0,0,4,6828,0,226714,5884,1008,2654,0,0,0,34,62242,0,0,1661,0,0,234666,282,94964,2592,0,16471,0,0,0,1445,0,0,0,0,0,550969,0,0,0,0,0,0,0,0,0,185916,0,201253,112658,20363,0,0,0,95853,20,1115,0,0,0,0,0,0,0,0,11,0,0,900,0,0,0,22,0,0,0,0,0,4962,2412,17013,12170,0,14,0,0,0,544,5392,0,0,0,0,0,0,0,0,0,435,0,751152,0,250,0,4851,0,128,0,0,5887,0,0,0,74,0,11937,0,0,0,0,0,0,0,0,658,0,441,0,58851,819452,1726704,0,75122,0,2850,0,0,0,0,0,0,0,1318817,0,0,0,0,0,0,190591,344576,5898709,0,0,0,0,0,36,0,6539,34025
Guam,0,860,0,0,0,0,1055,0,13,70503,562882,5646,0,0,340446,0,0,0,2528,11863,12,0,0,0,0,0,2418,0,0,0,0,0,0,0,54040,0,0,0,0,2654754,0,80268,0,0,0,9080,0,0,0,0,5525,0,781,0,0,0,11420,0,0,0,0,378,0,0,0,1452,44813,32,208883,25,0,0,0,5454,0,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,85012,0,0,0,4062,0,1445791,0,511788,0,0,0,0,5960377,5570,161,0,0,0,43,0,0,0,0,32,0,0,281914,2241,0,0,0,0,0,32000,125048749,104,0,74,0,0,0,0,0,0,0,47633,624,0,54,0,933121,0,48,31852,2868,6131,63884602,0,0,0,0,2504261,943,338,0,718,123,0,0,0,70,0,0,1935,0,238300,0,791,227,0,0,7722,0,14132,2244,36,0,0,0,0,252633,113566,0,0,0,3928,35657,0,0,3336,0,9471,0,0,0,47034,4296,12205,0,0,0,0,6100,0,0,0,0,0
Guatemala,1792000,4800,130000,0,0,20200,322900,3936100,92800,1102500,21087200,574500,0,8514400,2280000,30853700,2537900,432500,107405200,120663400,0,305800,0,6510500,67600,0,49983700,0,117100,0,0,0,163800,874500,178899500,0,0,89919200,334364100,17667900,0,57879400,0,8062200,0,540916400,57562000,1021700,7242400,1309600,0,1002400,1340600,0,278100,198523800,73284900,27743500,1730989500,0,0,551100,52200,107300,0,0,400,42917900,24171800,0,0,17200,17000,134507800,15724500,0,14520900,0,343100,0,0,0,0,9021100,33837100,0,1398520900,1300,29300,17339200,610500,0,4311800,2453000,21926000,292983000,42684000,134085200,26791900,0,296000,0,90157500,4493200,4854800,0,0,660700,2649200,0,198400,24355500,365700,158400,200100,0,27337100,0,0,136100,62800,9295900,0,592268500,0,0,0,0,20500,7948100,0,1399400,70600,0,742100,396088000,0,11803000,843937400,0,0,0,127700,8832600,2633600,20155400,0,296038400,0,1918900,51436200,4522500,23229063,2429200,5842200,3243700,34903800,0,0,0,157201500,5500,0,0,145200,17660300,0,241900,3505300,0,0,5651700,0,266536100,561400,177400,627100,450900,1335900,4649900,11648100,19584900,13995500,0,0,10081400,0,3792200,0,18518500,21100,17314400,0,0,0,67703700,85004700,94097400,4284139100,2745500,124800,0,13214100,2249100,0,0,0,0
Guinea,0,0,488,0,706186,0,4247,0,0,0,88955,212,0,1820,20532,0,0,0,15648660,0,189965,0,0,0,72971,0,1838771,13008,0,3989266,2844,0,0,22297,65222836,0,644092,632350,542950512,2671145,0,12708,4380,1072,19826055,1328,390826,0,0,25496,81193,0,62797,0,0,2890,34221,0,1044,5118,0,0,14532,0,0,0,0,133,49629376,0,2720,647122,0,82904566,186567667,0,37125,0,0,0,0,0,161750,576,0,0,0,0,0,2934238465,3016594,0,0,83393010,0,5222442,0,5623270,0,0,0,0,4605786,0,7638,0,0,0,27138788,0,1644228,3035,6163,727773,86546,3047,17682325,6786,12648716,425,0,149612,0,0,0,0,0,276,0,2854431,0,0,17401,0,227,19530694,0,7892,14412,454594,45686,1704774,56172,0,34608,3271292,0,0,0,0,0,5453,6610984,6204,0,203007,41287,142,0,0,135976,9710628,0,0,3413292,95749,0,0,4330,0,0,853946,0,171294018,0,0,3210,49,0,0,953840,273389647,0,0,0,1283196,0,0,0,10968,1136466,10280456,0,0,672,61791625,292661657,38297,12016314,0,0,0,0,7053881,0,0,0,36466
Guinea-Bissau,0,0,0,0,22918,0,0,0,0,0,10840,1141,0,0,0,0,0,1604,1478075,0,0,6007,0,240,3548,0,468897,0,0,2016,0,3865,0,0,10396,0,0,0,1110,60103,31705,0,0,0,15341,291,17956668,148877,0,0,0,0,7038,0,0,174,0,13871,0,0,0,0,0,0,0,0,0,338,0,0,9371,528,0,81273,4944157,0,0,0,0,0,0,923,0,0,0,0,0,358,79,144176855,0,0,0,44,0,0,0,0,0,0,2856,0,2411323,0,0,0,0,0,0,0,0,0,186,23,0,0,2757,0,9271,213,0,0,0,39000,0,0,0,391,0,85332,12574,0,0,0,1288,26664,0,708,0,0,23464488,116153,0,584,0,33041,0,49764,0,0,0,0,111796,18474,0,1221,0,0,0,0,0,0,0,0,0,2814869,0,0,0,0,0,228,0,0,0,0,0,0,0,0,30378,0,0,0,0,62,971,2858820,0,0,1134,4611844,0,0,0,172,7944,0,3923,0,0,0,0,0,0,0,2359,0
Guyana,0,0,829820,0,0,238783,2208868,3234,0,15,280205,4763549,0,115195,0,407852,281118632,0,3286878,792802,0,0,0,2379,0,0,1198410,0,0,0,0,0,0,0,282647122,0,0,0,10017688,1407511,0,42764785,0,0,156,494482,0,633500,141497,94682,0,888951,55215,0,7685135,6484249,332095,0,85715,0,0,32249,0,0,0,0,0,5899,7322410,249312,0,0,0,26329044,487164,0,330659,0,2909100,0,241838,2051,0,0,1537908,0,1876714,195964,0,148828116,11798,0,0,40193,0,14155191,47811852,1807826,170595,0,0,0,200719,19407029,9408,492,0,165000,12876,0,0,0,118944,0,0,0,10716,0,0,0,0,0,1041768,5533728,33738331,0,0,0,44232,3540,0,0,2760,9950,0,20490612,0,1698224,0,0,2212,17341,0,107844,6757,76524,1711922,557376,0,0,322452,290329,7558530,32495816,12800,433617,15785,0,0,0,489888,56616,0,0,0,700403028,285501,439501,1504269,0,0,804,210892,7178292,27555,1152666,7480409,11235825,0,8607672,0,49,0,3225624,0,617448,5664546,0,0,101372232,0,2327184,0,0,0,0,293630862,293417800,1786603759,0,0,0,65001528,315805,1524369,0,0,0
Haiti,0,1658,2554,0,612,7922,5163,118868,2958,34256,1751558,238593,5377,435678,51492,0,31186,11228,4621479,862,0,3895,0,4052,13697,4599,973522,72,0,0,0,0,85216,0,57567352,0,0,1395634,4083033,13475555,0,363864,0,204675,0,303996,3516,655,289295,0,610,0,98871,0,37432,4797043,26072,10304,125607,0,0,3448,0,0,0,10030,0,13026,12046152,2343,0,6132,0,1671119,67930,0,32941,0,0,0,499904,278780,0,996,0,0,35400,24468,43806,19199220,130609,0,0,63808,0,1504964,1186535,4181130,0,624,600,0,3537735,1066,45573,0,0,1541,12261,0,0,0,16979,1923,0,0,482978,19663,257474,0,0,4769,22654,48454000,0,175,1788,972,0,516,2688,93,3400,0,276,3351920,1452,750141,1078980,0,73588,0,0,92587,0,12958,0,26462,0,38369,60761,3308,138614,85628,29465,24926,306499,6552,0,0,182565,28284,37219,0,0,899357,0,23258,5744,0,0,58945,0,5094481,8664,233,284007,30913,0,5587,47897,2742485,0,0,0,15521816,0,0,0,265227,614,947582,0,0,0,151162,754967,6382462,1044284617,138209,0,0,0,0,0,8501,15009,0
Holy See,0,0,0,0,0,0,29448,0,21,140,0,52145,0,0,33773,0,0,0,37984,0,0,3,0,0,0,0,17,1040,0,0,0,0,70401,0,0,0,0,0,169,4622,0,12324,0,0,0,2842,108,0,66024,0,0,0,0,0,721,0,0,0,11364,0,0,1870,0,3667,0,1342,7197,539,250243,0,0,0,0,1099096,0,0,0,241,52,0,0,0,0,228,0,0,0,55,0,0,1441,0,0,1302,0,25703,0,0,0,2328,3528,0,0,40412,1094,0,0,403,0,0,0,0,1662,3316,0,0,33562,0,0,0,0,0,0,186000,0,0,0,15658,0,0,306,0,8286330,0,1012,193590,0,0,244,0,0,0,0,0,0,207,0,0,0,374,238,994,3456,3419,0,4057,4103,4025,0,0,0,2724,0,0,0,5329740,0,0,6048,0,0,275,0,310,396,0,21,0,0,19899,7244,0,0,0,6300,0,0,0,0,0,768,104258,0,0,0,1300,0,34671,721654,0,0,0,0,0,0,0,274,0
Honduras,0,16189,37538,0,22500,0,718667,344513,0,523792,25270056,11773,0,600814,0,528410,791118,0,187983030,8117487,0,11014,0,175132,0,0,3067796,0,5578272,0,0,0,185836,0,61712867,0,0,454922,8498948,3332108,0,32000354,0,0,0,120583683,0,4171,9093,2614429,15050,135363,2051275,0,0,45374051,2216924,74623,295852162,0,0,64968,0,30000,0,0,0,26156366,83111762,0,0,0,63762,331781541,3455211,0,6026389,0,1224014,47722,226343016,0,0,159455,16769214,0,0,173560,0,5096949,27661,0,22157,1583544,4609951,65255411,3265590,40158020,193835,0,4206,0,56851337,0,0,0,8375016,224586,161910,0,0,0,99396,80,0,0,376850,0,0,0,0,0,13060,129753556,698,0,0,0,0,1009422,0,0,0,0,0,171196039,0,2389193,215641408,224391,1641171,0,0,2693117,388037,511804,0,27256469,0,300445,4315187,224247,2403899,3946303,0,450321,10659857,0,0,0,771043,0,59964,0,0,537639,4499,1187615,0,0,0,1857180,0,44889384,0,15288,2347541,291193,0,435379,32675751,45264191,0,0,0,1955450,0,0,0,2709746,385007,526866,0,0,0,1875308,1991550,133366029,2155136573,15172,74520,0,257292,1152127,0,0,0,0
Hungary,35062161,117165968,46441721,0,8449846,128,405937,208173575,24125613,277376,377176646,6710586722,51685983,183409,19499875,13307210,2124745,137859593,2932359521,13739,4512852,740533,29660,27995304,459271700,5128132,251062557,612244,1591480201,1619482,247376,410828,1203664,9574170,296661710,148251,845780,69147635,1976333777,367346049,2252134,109870065,69096,2238398,2125212,41201532,15503621,3324841469,370299,900231,68767853,5980686643,989123691,1004933,370133,6370408,17116491,265153866,1564031,341063,0,135660101,6045,12602591,0,158349,57817,549692515,6020567898,2000025,1486665,575358,85186078,38149394298,16086660,556260,677521782,22111,175257,388211,3233995,3339356,247171,1111060,1095456,5486,3729308,0,10712868,346222986,37476192,39637867,56299452,434478410,400032895,8259679465,8772904,610742189,35184287,155960185,8568778,0,506354707,113446659,22741843,12424202,5431695,246405637,23101723,14102,1899575,13083382,298172915,163581253,1416025,414829,166029508,815523,955259,20209454,0,2395924,1998124,845898453,0,132778678,20633938,75709033,0,171729763,1652088,794700,162718,1233,1344794,4899605128,2118331,61020603,2644395,1115184,27850520,3176,499713877,270429369,7981752,27370301,157065,13285192,58995,4701605,26732034,17360577,6103013108,704238657,55517450,7728261918,2045276446,4908848,1447222,0,132810812,7485997,2728218620,251851,783618,281206779,439188,7431327089,1608714017,0,934240,191338405,38453,3710617212,4551601,250692,963341,83305,2142632,789852,2126113191,1298817853,6305085,2744256,2957180,152723166,0,1265926,0,5216211,102930463,2147585546,9166314,0,11036877,3476653240,287644601,3837884586,3819607283,20284834,123370102,84207,1176065,104495473,2410119,4515922,2278855,434776
Iceland,0,0,0,0,0,0,1012149,1491215,382099,0,19588810,2282126,1126024,2221309,7806,225367,564892,32763954,90612716,0,56884,419784,0,103,4204,0,13167081,0,2319290,0,0,0,45889,0,111258037,0,0,7296044,130651317,7060724,19699,376180,0,0,0,59305,91252,36912,250303,0,4818191,5280192,146376770,8259,0,0,175867,19613401,48649,327,0,2450974,0,0,2303,46130047,64,16794722,479778954,0,219753,0,4992562,360405957,761239,736011,7411478,18155795,114,3249,21265,0,0,0,0,0,56045,42699455,0,9415756,0,89242,97,50135160,1418345,70957818,1424,102389600,4390,6062605,134141,0,17824042,0,368335,0,1653,8154225,9427,0,89895,0,97499938,688352,0,0,789210,35187,0,759674,275118,0,15553,1770632,0,749698,0,28576,83264,479238,0,0,169325,0,0,1623273358,8865432,2529800,0,0,66183228,0,70992,192521110,439135,125524,0,225132,112,815701,222878,108908,123367736,112698944,75210,1264753,36904125,0,335628,0,636141,83,637722,43583,0,1172013,0,10014845,504552,0,43,743115,0,703509293,31251,0,0,0,0,0,39354499,22422377,0,0,274,17260390,989,0,0,3777,14675,14241514,0,0,14624,51776949,894178,572632396,463594845,75456,383,0,563153,807973,0,0,1245,0
