to_country_remittances,from_country_remittances,2017_USDM_remittances
Burundi,Democratic Republic of the Congo,3.439968888
Mauritania,Congo,3.438228487
Democratic Republic of the Congo,Denmark,3.438207589
Lebanon,Poland,3.437278886
Ecuador,Bolivia (Plurinational State of),3.437162259
Viet Nam,Bulgaria,3.432962018
Chile,Canada,3.425339591
Indonesia,Austria,3.423498313
Sweden,Egypt,3.420096174
Botswana,Zimbabwe,3.419424871
Denmark,Hungary,3.417130807
Saudi Arabia,Netherlands,3.41451845
Kuwait,United States of America,3.413119233
Lithuania,Belgium,3.409983256
Malaysia,Netherlands,3.4079447
Czechia,Iceland,3.406475796
Ghana,Ireland,3.405780486
Switzerland,Colombia,3.405082944
Gambia,Austria,3.402887254
Germany,Armenia,3.402851757
Ethiopia,Yemen,3.400984549
Nicaragua,Switzerland,3.399594463
Germany,Georgia,3.392066173
Chile,Sweden,3.383787304
Honduras,Sweden,3.375665984
United Kingdom,Philippines,3.372135569
Republic of Moldova,Latvia,3.368932572
Lebanon,Sierra Leone,3.365495667
Kyrgyzstan,Switzerland,3.364730108
Albania,Spain,3.362236208
Costa Rica,France,3.357876886
Luxembourg,Finland,3.354594674
Afghanistan,Austria,3.34837649
United Kingdom,Latvia,3.331427172
Japan,Greece,3.330766432
United States of America,Marshall Islands,3.325862964
Montenegro,Norway,3.322639955
Tajikistan,Libya,3.322407296
Qatar,Switzerland,3.315903759
Morocco,Russian Federation,3.315369336
Austria,Philippines,3.314702004
Liberia,Cameroon,3.314429308
Costa Rica,Puerto Rico,3.310732499
Côte d'Ivoire,Angola,3.309501575
State of Palestine,Australia,3.309229519
Denmark,Thailand,3.30289533
Tunisia,Romania,3.301732303
Switzerland,"China, Hong Kong SAR",3.296224794
Mali,Canada,3.290451211
India,Sint Maarten (Dutch part),3.289784197
Gambia,Denmark,3.285886471
India,Curaçao,3.275236302
Armenia,Bulgaria,3.260366733
Ecuador,Argentina,3.258942337
Panama,Germany,3.257627499
Dominica,United States Virgin Islands,3.256550341
Bosnia and Herzegovina,Czechia,3.25048377
Portugal,Congo,3.248595764
Estonia,Kazakhstan,3.245908708
Republic of Moldova,Sweden,3.245544998
Croatia,Brazil,3.243124989
Algeria,Sweden,3.24278645
China,Egypt,3.241050788
Albania,Montenegro,3.237849968
Kyrgyzstan,France,3.236477409
Netherlands,Japan,3.233406275
Guatemala,Brazil,3.228164277
Republic of Korea,Thailand,3.224444764
Malawi,Australia,3.220795826
Canada,Spain,3.220719058
Canada,Malta,3.219508033
Mongolia,Netherlands,3.217800484
Brazil,Hungary,3.216678995
Guatemala,Denmark,3.215103901
South Africa,Zambia,3.213557916
Iraq,Oman,3.213085017
Peru,Denmark,3.212096706
Netherlands,Peru,3.208495595
Sweden,Belarus,3.208146552
Sweden,Slovenia,3.208146552
Finland,Ireland,3.205421769
Viet Nam,Dem. People's Republic of Korea,3.204673824
Qatar,Romania,3.204444809
Belgium,Mauritius,3.204233521
Armenia,Australia,3.200752262
Sierra Leone,Italy,3.197844734
Ukraine,Tajikistan,3.195318139
Netherlands,Malta,3.193549187
Switzerland,Bolivia (Plurinational State of),3.19172097
Ghana,Sierra Leone,3.189077375
Colombia,Guatemala,3.180266902
Pakistan,Romania,3.164918066
Belarus,Sweden,3.163079585
Belarus,Italy,3.160867044
Belarus,Turkey,3.158495018
Azerbaijan,United Kingdom,3.158282835
North Macedonia,Norway,3.155946218
Costa Rica,El Salvador,3.149464855
France,El Salvador,3.149114183
Norway,Austria,3.14698552
Tunisia,Norway,3.144519014
Peru,Dominican Republic,3.140770974
Argentina,Japan,3.13860326
France,Viet Nam,3.134534951
Lithuania,Kyrgyzstan,3.134379292
Dominica,Antigua and Barbuda,3.132059995
Sweden,Bolivia (Plurinational State of),3.131073963
Saudi Arabia,Algeria,3.130261389
Costa Rica,Honduras,3.114037804
Lao People's Democratic Republic,Canada,3.112551198
Denmark,Brazil,3.109191694
Panama,United Kingdom,3.108612632
Ethiopia,Djibouti,3.100082191
Germany,Congo,3.095462613
Democratic Republic of the Congo,Namibia,3.090734899
Canada,Belgium,3.088953273
Algeria,Senegal,3.087205227
Togo,United Kingdom,3.086742512
Spain,El Salvador,3.086358277
Côte d'Ivoire,Germany,3.086048875
France,Cabo Verde,3.076218022
Jamaica,Switzerland,3.069392428
Tajikistan,Latvia,3.066123236
Guatemala,Puerto Rico,3.063012582
Egypt,Bulgaria,3.062946417
Slovakia,Croatia,3.057770711
Ethiopia,Belgium,3.054574928
Spain,Honduras,3.05219195
Kiribati,Australia,3.047857722
Tunisia,Czechia,3.047738562
India,Bahamas,3.044484174
Antigua and Barbuda,United States Virgin Islands,3.041586193
Estonia,Switzerland,3.03955083
United Kingdom,Bermuda,3.02735687
Mongolia,Spain,3.025582814
Honduras,Puerto Rico,3.023442755
United States of America,Serbia,3.021203761
Germany,Sri Lanka,3.019963524
Cyprus,Russian Federation,3.019697295
France,Uganda,3.017901092
Gabon,Mali,3.015598621
Iceland,Poland,3.014788511
Nepal,Austria,3.014010713
Côte d'Ivoire,Belgium,3.013676513
Burkina Faso,Gabon,3.008177922
Kyrgyzstan,United Kingdom,3.007753561
Nicaragua,Australia,3.005842194
Bulgaria,Cyprus,3.002522372
Russian Federation,Luxembourg,3.000880876
Oman,Australia,2.994309621
Algeria,Libya,2.988311558
Zambia,Namibia,2.983878119
Switzerland,Bulgaria,2.982713321
Turkey,Norway,2.980718371
Kenya,Zambia,2.977615243
Bermuda,Bahamas,2.977304564
Suriname,Belgium,2.976628128
Morocco,Bahrain,2.976576143
Sweden,Latvia,2.967294709
China,Guatemala,2.963606751
Greece,Denmark,2.962934744
State of Palestine,Yemen,2.961526142
Gambia,Canada,2.956542913
Armenia,United Kingdom,2.955676571
Indonesia,Denmark,2.95402123
Italy,Paraguay,2.952218935
Slovakia,Slovenia,2.951705648
Iceland,Canada,2.94955352
Australia,Fiji,2.946669406
Panama,Dominican Republic,2.945905183
Afghanistan,Netherlands,2.945836417
Kenya,Greece,2.9451081
"China, Macao SAR",Singapore,2.932974765
Thailand,Greece,2.929093372
China,Guyana,2.920551756
Pakistan,Malta,2.919913196
Sri Lanka,Austria,2.919654302
Poland,Turkey,2.918511692
Lebanon,Czechia,2.915195336
Latvia,Kyrgyzstan,2.912046201
Philippines,Portugal,2.911115083
Nigeria,Guinea,2.907911656
United States of America,Northern Mariana Islands,2.905802548
Sri Lanka,Mauritius,2.902763186
Greece,Norway,2.895646019
Greece,Luxembourg,2.895097365
Cambodia,Lao People's Democratic Republic,2.893478735
Republic of Korea,Ecuador,2.889703676
Belarus,United Kingdom,2.88959777
Israel,Guatemala,2.889339659
Kenya,Russian Federation,2.888840537
Tajikistan,Sweden,2.883474579
Bulgaria,Portugal,2.883133105
Spain,Cuba,2.875665923
El Salvador,Libya,2.875448278
Paraguay,Bolivia (Plurinational State of),2.872343206
United Kingdom,Mexico,2.869571906
Sri Lanka,Romania,2.868898353
Japan,Panama,2.867802758
Canada,Singapore,2.867589261
Zimbabwe,Switzerland,2.867336494
Luxembourg,Slovakia,2.859654476
Tajikistan,Lithuania,2.857836064
Russian Federation,Slovakia,2.856880048
Kazakhstan,United States of America,2.855537613
Japan,Mongolia,2.854942656
Russian Federation,Mongolia,2.852596942
Iceland,Brazil,2.851701034
North Macedonia,Montenegro,2.848178272
Pakistan,Lebanon,2.846253344
Guinea,Gabon,2.839489703
Burundi,Belgium,2.838874144
Estonia,Belgium,2.837231007
Antigua and Barbuda,Guinea,2.834747725
El Salvador,Colombia,2.832614416
Georgia,Belgium,2.825838517
Peru,Aruba,2.824621593
Belgium,Curaçao,2.824070222
Philippines,Peru,2.820868889
Croatia,Ireland,2.819469038
Tonga,Fiji,2.81926128
Sri Lanka,South Africa,2.815365952
United States of America,Estonia,2.811173553
Poland,Bulgaria,2.807397271
Bulgaria,Russian Federation,2.803418702
South Sudan,Norway,2.801485247
Czechia,Cyprus,2.795807764
Philippines,Mexico,2.793852086
Ghana,Libya,2.787506903
Latvia,Luxembourg,2.785755519
Germany,Bosnia and Herzegovina,2.782680676
Morocco,Egypt,2.781873272
Portugal,Cabo Verde,2.780943264
Ethiopia,South Sudan,2.779905695
Switzerland,Ireland,2.773139639
Côte d'Ivoire,United Kingdom,2.772248389
Costa Rica,United Kingdom,2.770305897
Sudan,Jordan,2.767124701
Angola,Democratic Republic of the Congo,2.767095537
Ecuador,Denmark,2.766291373
Sweden,South Africa,2.764979161
Canada,Sweden,2.760327882
India,Namibia,2.757988294
Ghana,Greece,2.754846804
Bermuda,Cayman Islands,2.754006721
Myanmar,Norway,2.752966011
Turkey,Kuwait,2.749642585
Cyprus,Switzerland,2.748028905
Democratic Republic of the Congo,Spain,2.742187627
Thailand,Slovenia,2.738869466
Lesotho,United Kingdom,2.736509965
Togo,Netherlands,2.733922943
Spain,Nicaragua,2.733306223
Serbia,Belgium,2.732663467
Qatar,Norway,2.730744272
Ireland,New Zealand,2.722940652
Luxembourg,Montenegro,2.722171088
Slovakia,Romania,2.721637537
South Africa,Denmark,2.715661239
Pakistan,Iraq,2.714419021
Serbia,Iceland,2.710295603
Lebanon,Ecuador,2.708778132
Greece,Poland,2.699711879
United States of America,Zambia,2.698080364
Honduras,Australia,2.69697535
Namibia,United Kingdom,2.696644293
Republic of Moldova,Lithuania,2.692872969
Italy,Namibia,2.690353686
Tunisia,Qatar,2.68985617
Sierra Leone,Nigeria,2.685150312
Oman,Libya,2.683578541
Cyprus,Belgium,2.68133297
Netherlands,"China, Hong Kong SAR",2.681147065
United Republic of Tanzania,Denmark,2.679816824
Hungary,Jordan,2.679667959
Nigeria,Iceland,2.678076997
Ukraine,Malta,2.671234694
Democratic Republic of the Congo,Portugal,2.665488507
Afghanistan,Greece,2.66037207
Mexico,Uruguay,2.659113387
State of Palestine,Spain,2.658300803
Iceland,Australia,2.655996061
United States of America,United Republic of Tanzania,2.651919879
Russian Federation,Serbia,2.646948709
Netherlands,Kuwait,2.645514225
Luxembourg,Argentina,2.639681055
Ukraine,Libya,2.633091829
Czechia,Turkey,2.632823455
Armenia,Switzerland,2.632220766
Guatemala,Peru,2.631004051
Honduras,Belgium,2.628056604
Russian Federation,Malta,2.622376087
Hungary,Iceland,2.6215507
Oman,Canada,2.619154885
Iceland,Netherlands,2.618422464
United Republic of Tanzania,Norway,2.611956763
Spain,Malta,2.608629718
Italy,Liechtenstein,2.606182713
North Macedonia,United Kingdom,2.60403476
Switzerland,Czechia,2.603886957
Jamaica,Barbados,2.601805543
Republic of Korea,Libya,2.599367018
Norway,Thailand,2.599228617
Jordan,Cyprus,2.599199436
Afghanistan,France,2.598193211
Republic of Korea,Finland,2.595420356
Vanuatu,Fiji,2.59160354
Kazakhstan,Turkey,2.589851489
China,French Polynesia,2.585273975
Thailand,Philippines,2.584559688
El Salvador,Netherlands,2.584222234
Viet Nam,New Caledonia,2.581310378
Kenya,Seychelles,2.581011371
Somalia,Qatar,2.581003001
Canada,India,2.576454144
Mexico,Romania,2.573137066
Democratic Republic of the Congo,Cameroon,2.568121089
Guinea,Netherlands,2.563075528
Indonesia,South Africa,2.562374672
Bangladesh,Czechia,2.562337673
Argentina,Belgium,2.561546001
Israel,Latvia,2.559129412
Mexico,Luxembourg,2.55615522
China,Honduras,2.555848092
Slovakia,South Africa,2.552478405
Thailand,Malta,2.551389534
Lithuania,Estonia,2.54572074
Tunisia,Denmark,2.542501085
Norway,Brazil,2.53991736
Argentina,Panama,2.539206575
Kyrgyzstan,Australia,2.537225679
Brazil,Czechia,2.537090366
Kyrgyzstan,Latvia,2.536022736
United States of America,Namibia,2.534210642
Kenya,Hungary,2.530699285
Pakistan,Egypt,2.527947941
Uruguay,Canada,2.52663364
Pakistan,Luxembourg,2.523200551
Belarus,Netherlands,2.519554097
Guatemala,Jamaica,2.518615897
China,American Samoa,2.518014814
Switzerland,Russian Federation,2.516800437
Slovenia,Czechia,2.515065945
Burundi,Canada,2.511799092
Spain,"China, Hong Kong SAR",2.511727597
Azerbaijan,Latvia,2.510019719
Serbia,Brazil,2.509574514
India,Belize,2.504722059
Zimbabwe,Portugal,2.504410219
Uganda,Italy,2.499069316
Ukraine,Brazil,2.498480968
Tonga,American Samoa,2.495363403
Latvia,Czechia,2.492358062
Saint Lucia,United States Virgin Islands,2.492191101
Jordan,Czechia,2.490109025
Gambia,Mali,2.489763448
Netherlands,Egypt,2.483594804
Guinea-Bissau,Switzerland,2.479916097
Malta,Germany,2.479144667
Pakistan,Viet Nam,2.478994907
Finland,Libya,2.478479464
Republic of Moldova,Australia,2.47730504
Indonesia,Dem. People's Republic of Korea,2.476236609
Luxembourg,Serbia,2.474700989
United States of America,Algeria,2.474202011
Uganda,Switzerland,2.471028951
Finland,Hungary,2.470077839
Slovakia,Iceland,2.46717036
"China, Macao SAR",China,2.466017785
Panama,Brazil,2.464255286
Panama,Switzerland,2.463038495
Lithuania,Italy,2.461772084
Portugal,Iceland,2.460514188
Canada,Turkey,2.458984789
Nicaragua,Netherlands,2.452882405
United Republic of Tanzania,Switzerland,2.451816769
Honduras,Ecuador,2.451116126
State of Palestine,Cyprus,2.450093463
Sweden,Panama,2.447054728
Jordan,Finland,2.446895777
Australia,Belgium,2.445658471
Montenegro,Denmark,2.442307042
Poland,Lithuania,2.440380956
Bangladesh,Myanmar,2.439109076
Uruguay,Italy,2.439061872
Norway,Russian Federation,2.438739333
Sri Lanka,"China, Hong Kong SAR",2.437305725
Slovakia,Serbia,2.436685499
China,Curaçao,2.43347873
Honduras,Dominican Republic,2.432567907
Portugal,Curaçao,2.42906881
Indonesia,Algeria,2.428220941
Senegal,Greece,2.427828585
China,Estonia,2.422338666
United States of America,Dem. People's Republic of Korea,2.421117453
Norway,Philippines,2.417805949
United States of America,Turks and Caicos Islands,2.41419338
United States of America,Barbados,2.409577331
Panama,Peru,2.404515764
Ireland,Poland,2.40009926
Brazil,Turkey,2.398553988
Jamaica,Aruba,2.398179455
Sri Lanka,Botswana,2.397791542
Senegal,Togo,2.394808009
Nicaragua,France,2.391772053
Brazil,Guyana,2.389232651
Philippines,Marshall Islands,2.388031458
India,Iceland,2.386329574
Canada,Denmark,2.385606596
Jamaica,Panama,2.383905716
Bermuda,Sweden,2.381843651
"China, Macao SAR",United States of America,2.380897285
Mexico,Turkey,2.380287032
Poland,Japan,2.377850509
Georgia,Australia,2.375929597
Ireland,France,2.370858985
Sri Lanka,Greece,2.370027853
Slovenia,Norway,2.368911067
Spain,Egypt,2.368865394
Costa Rica,Australia,2.367011322
Czechia,Brazil,2.365362025
Mozambique,Switzerland,2.363143329
North Macedonia,Bosnia and Herzegovina,2.362749277
France,Bosnia and Herzegovina,2.361835638
Bosnia and Herzegovina,Turkey,2.361673787
Slovenia,Denmark,2.36003621
India,Liberia,2.358924805
Canada,Poland,2.356047726
Finland,Japan,2.355255626
Netherlands,Sint Maarten (Dutch part),2.349077132
United Kingdom,Egypt,2.345543815
Togo,Congo,2.344310927
Afghanistan,Belgium,2.343321751
Malaysia,France,2.342441648
Mali,Benin,2.340076173
Luxembourg,Turkey,2.337217601
Cyprus,Italy,2.337156664
Saudi Arabia,France,2.337000963
Zambia,New Zealand,2.336671661
North Macedonia,Czechia,2.335267189
Thailand,Maldives,2.333283051
Kyrgyzstan,Lithuania,2.329734776
Slovakia,Finland,2.328707311
Denmark,Philippines,2.324443631
Italy,Lithuania,2.31314303
Israel,Namibia,2.311471727
India,Tajikistan,2.31032572
Japan,Dominican Republic,2.308388319
Lao People's Democratic Republic,Australia,2.3080959
Austria,Peru,2.307231601
Vanuatu,French Polynesia,2.306945892
Panama,France,2.304084901
Sri Lanka,Spain,2.303111814
Argentina,South Africa,2.292959264
Azerbaijan,Czechia,2.2911579
Azerbaijan,Estonia,2.289001654
China,Seychelles,2.28582757
Haiti,Spain,2.283945504
Tunisia,Finland,2.280970841
Guinea,Cameroon,2.278445202
Australia,Croatia,2.27566071
Denmark,Peru,2.274776032
Georgia,Lithuania,2.270441507
Azerbaijan,Bulgaria,2.268928413
Colombia,Honduras,2.268692814
United Kingdom,Bahrain,2.266347479
Iraq,Yemen,2.264051018
Japan,Portugal,2.263377962
Costa Rica,Peru,2.260245869
Italy,Algeria,2.260146492
Russian Federation,Congo,2.257717505
Indonesia,India,2.256736411
Iceland,Switzerland,2.255748749
Armenia,Cyprus,2.254061152
Estonia,Lithuania,2.252716129
Israel,Serbia,2.249557306
France,Nicaragua,2.245201779
Uganda,Belgium,2.243782451
Dominican Republic,Romania,2.24347825
Tunisia,Malta,2.242016599
Denmark,Portugal,2.240008712
Egypt,Slovakia,2.239411584
Haiti,Italy,2.238067804
Hungary,Slovenia,2.232756174
Australia,Thailand,2.231635253
Mongolia,Ireland,2.228170575
Mongolia,Poland,2.219453654
Jordan,Romania,2.219280997
South Africa,Norway,2.219123086
Bulgaria,South Africa,2.217823985
Netherlands,Slovakia,2.217050527
France,Bahamas,2.216043314
Morocco,Mali,2.213384504
Mongolia,Italy,2.21321655
Republic of Moldova,Estonia,2.212661987
Cyprus,Turkey,2.207677854
Canada,Norway,2.204033054
Panama,Puerto Rico,2.199161157
Madagascar,Norway,2.19745842
United States of America,Cameroon,2.197239099
Rwanda,Switzerland,2.197068527
Finland,Greece,2.195624746
Romania,Argentina,2.190777602
China,Togo,2.190126408
Ethiopia,Spain,2.188155845
Czechia,Serbia,2.185661376
Finland,South Africa,2.184422579
Dominica,Canada,2.181574203
Norway,Bulgaria,2.18056092
Chile,Brazil,2.179482159
Denmark,Czechia,2.175440834
Japan,Costa Rica,2.173357247
Italy,"China, Hong Kong SAR",2.172638196
Austria,Cyprus,2.170414633
Morocco,Malta,2.16978046
Netherlands,Ecuador,2.159755963
Malaysia,Switzerland,2.159032127
Liberia,Norway,2.158597103
Bermuda,Belgium,2.158545809
South Africa,Republic of Korea,2.152258243
Malaysia,Egypt,2.149666844
Philippines,Greenland,2.145255617
Dominican Republic,Ecuador,2.145164948
Pakistan,United Republic of Tanzania,2.143748086
Uruguay,Israel,2.143306425
Philippines,Brazil,2.140905273
Chile,Germany,2.139835357
Rwanda,Australia,2.139436638
Senegal,Australia,2.135698665
Australia,Finland,2.133358701
Niger,Senegal,2.132423437
Republic of Korea,Slovakia,2.131412641
Kenya,Libya,2.128848938
France,Honduras,2.12856792
United States of America,Botswana,2.123382323
Sierra Leone,France,2.114687669
Zimbabwe,Italy,2.109838329
Madagascar,Seychelles,2.109755211
Ukraine,Croatia,2.102274589
Portugal,Czechia,2.094607174
Australia,Portugal,2.090450166
Azerbaijan,Austria,2.090366854
Costa Rica,Sweden,2.090022239
Republic of Korea,Sri Lanka,2.087008211
Colombia,Haiti,2.086890117
Cayman Islands,Canada,2.08400745
Sudan,Democratic Republic of the Congo,2.078973099
Bulgaria,Australia,2.074278153
Lithuania,Austria,2.071327862
Colombia,Portugal,2.0699671
Tajikistan,Netherlands,2.069754182
Myanmar,New Zealand,2.066770385
Hungary,Portugal,2.065482603
Pakistan,Philippines,2.064162394
Austria,Malta,2.058473477
United States of America,Slovenia,2.049525546
Pakistan,Estonia,2.045716683
China,Palau,2.042996995
Spain,Namibia,2.038590892
Rwanda,Netherlands,2.033117726
Iceland,France,2.031604004
Russian Federation,China,2.027356181
Sudan,Italy,2.025464606
Jordan,Lebanon,2.020089447
Guinea,Switzerland,2.018087491
Philippines,Andorra,2.017246537
Hungary,Malta,2.011299701
Thailand,Cyprus,2.010193721
Bermuda,Barbados,2.00968058
Mauritania,Morocco,2.008229659
Ecuador,Dominican Republic,2.005637693
